8	8	1	2
4	4	1	3
1	1	1	6
3	3	1	8
5	5	1	12
5	5	1	10
5	5	1	11
1	1	1	13
1	1	1	14
1	1	1	15
6	6	1	19
4	4	1	22
4	4	1	23
4	4	1	24
4	4	1	25
4	4	1	26
2	2	1	27
2	2	1	28
4	4	1	34
4	4	1	35
6	6	1	36
1	1	1	37
6	6	1	38
5	5	1	39
6	6	1	40
4	4	1	41
4	4	1	42
2	2	1	43
6	6	1	44
1	1	1	45
8	8	1	46
5	5	1	47
7	7	1	48
18	18	1	49
18	18	1	50
4	4	1	51
4	4	1	52
4	4	1	53
4	4	1	54
4	4	1	55
4	4	1	56
4	4	1	57
4	4	1	58
4	4	1	59
4	4	1	60
4	4	1	61
4	4	1	62
4	4	1	63
4	4	1	64
4	4	1	65
4	4	1	66
4	4	1	67
4	4	1	68
4	4	1	69
3	3	1	70
3	3	1	71
6	6	1	72
8	8	1	73
6	6	1	74
5	5	1	75
3	3	1	76
3	3	1	77
3	3	1	78
3	3	1	79
3	3	1	81
3	3	1	82
3	3	1	83
8	8	1	84
1	1	1	85
1	1	1	86
1	1	1	87
1	1	1	88
5	5	1	89
8	8	1	98
5	5	1	91
8	8	1	99
5	5	1	100
5	5	1	101
5	5	1	103
5	5	1	105
4	4	1	106
10	10	1	118
10	10	1	119
5	5	1	120
150	150	1	121
200	200	1	122
10	10	1	123
4	4	1	124
5	5	1	128
10	10	1	126
10	10	1	127
3	3	1	131
50	50	1	132
70	70	1	133
5	5	1	134
5	5	1	135
5	5	1	136
5	5	1	137
5	5	1	138
5	5	1	139
5	5	1	140
5	5	1	141
5	5	1	142
5	5	1	143
5	5	1	144
5	5	1	145
5	5	1	157
5	5	1	147
5	5	1	148
5	5	1	149
5	5	1	150
5	5	1	151
5	5	1	152
5	5	1	153
5	5	1	154
5	5	1	164
5	5	1	180
5	5	1	158
5	5	1	159
5	5	1	160
5	5	1	161
5	5	1	162
5	5	1	163
5	5	1	166
5	5	1	167
5	5	1	168
10	10	1	184
5	5	1	170
5	5	1	171
5	5	1	172
5	5	1	173
5	5	1	174
5	5	1	175
10	10	1	183
10	10	1	185
5	5	1	178
5	5	1	179
5	5	1	182
10	10	1	186
8	8	1	188
18	18	1	189
8	8	1	190
5	5	1	191
10	10	1	192
50	50	1	193
500	500	1	194
500	500	1	195
10	10	1	196
10	10	1	197
10	10	1	198
4	4	1	199
10	10	1	200
5	5	1	201
5	5	1	202
5	5	1	203
5	5	1	204
5	5	1	205
5	5	1	206
5	5	1	207
5	5	1	208
5	5	1	209
5	5	1	210
5	5	1	211
5	5	1	212
40	40	1	213
5	5	1	218
5	5	1	219
5	5	1	220
10	10	1	221
10	10	1	222
10	10	1	223
4	4	1	224
5	5	1	225
5	5	1	226
8	8	1	230
3	3	1	231
10	10	1	233
5	5	1	234
5	5	1	235
5	5	1	236
2	2	1	237
4	4	1	238
5	5	1	239
7	7	1	240
5	5	1	241
10	10	1	242
10	10	1	243
2	2	1	244
10	10	1	262
5	5	1	247
5	5	1	250
5	5	1	251
5	5	1	252
5	5	1	253
5	5	1	254
5	5	1	255
5	5	1	256
5	5	1	257
4	4	1	260
