开放の森BASE	11100	225	0	17	1	108	1	1	140	140	1	50	10000	12800	18253	-1	-1	-1	-1	-1	-1	-1	1000	1000	4	-1	-1	-1	-1	-1	-1	-1	-1	
开放の森1	11101	225	0	17	1	108	83	29	87	34	2	0	10001	12801	-1	-1	-1	-1	-1	-1	-1	-1	700	800	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の森2	11102	225	0	17	1	108	125	26	128	33	2	0	10002	12802	-1	-1	-1	-1	-1	-1	-1	-1	700	700	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の森3	11103	225	0	17	1	108	122	44	124	52	2	0	10003	12803	-1	-1	-1	-1	-1	-1	-1	-1	600	600	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の森4	11104	225	0	17	1	108	102	36	105	44	2	0	10004	12804	-1	-1	-1	-1	-1	-1	-1	-1	500	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の森5	11105	225	0	17	1	108	63	37	81	58	2	0	10005	12805	-1	-1	-1	-1	-1	-1	-1	-1	400	400	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の森6	11106	225	0	17	1	108	83	56	85	66	2	0	10006	12801	-1	-1	-1	-1	-1	-1	-1	-1	300	800	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の森7	11107	225	0	17	1	108	101	54	112	66	2	0	10007	12803	-1	-1	-1	-1	-1	-1	-1	-1	200	600	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の森8	11108	225	0	17	1	108	110	82	112	100	2	0	10006	12805	-1	-1	-1	-1	-1	-1	-1	-1	300	400	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の森9	11109	225	0	17	1	108	120	109	128	119	2	0	10006	10005	12800	-1	-1	-1	-1	-1	-1	-1	300	400	1000	-1	-1	-1	-1	-1	-1	-1	-1	
开放の森10	11110	225	0	17	1	108	106	90	112	100	2	0	10001	10003	12803	-1	-1	-1	-1	-1	-1	-1	800	600	600	-1	-1	-1	-1	-1	-1	-1	-1	
开放の森11	11111	225	0	17	1	108	117	80	130	93	2	0	10003	10004	12800	-1	-1	-1	-1	-1	-1	-1	600	500	1000	-1	-1	-1	-1	-1	-1	-1	-1	
