Warp	 	1	1	1	1	1	1	1	28	28	28	28	28	28	28	28	0	0	0	17954	0	1	0	0|11012|7|23|15|0|0|0|0|0|0|0|0|201|
Warp	 	1	1	1	1	1	0	11012	7	23	7	23	7	23	7	23	0	0	0	0	0	1	0	1|1|28|28|15|0|0|0|0|0|0|0|0|215|
StandEnemy	液态史莱姆	1	1	1	1	1	1	1	24	26	24	26	24	26	24	26	1	1000	7	101501	0	1	0	3|||0|6001||||1|9004|
Warp	 	1	1	1	1	1	1	1	26	14	26	14	26	14	26	14	0	0	0	17955	0	1	0	1|2|13|23|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	1	1	1	1	1	2	13	23	13	23	13	23	13	23	0	0	0	17954	0	1	0	1|1|26|14|15|0|0|0|0|0|0|0|0|0|
StandEnemy	液态史莱姆	1	1	1	1	1	1	2	26	23	26	23	26	23	26	23	1	1000	4	101501	0	1	0	3|||0|6001||||1|9003|
StandEnemy	液态史莱姆	1	1	1	1	1	1	2	10	18	10	18	10	18	10	18	1	1000	0	101501	0	1	0	3|||0|6001||||1|9004|
Warp	 	1	1	1	1	1	1	2	27	23	27	23	27	23	27	23	0	0	0	103012	0	1	0	0|11012|7|23|15|0|0|0|0|0|0|0|0|201|
Warp	 	1	1	1	1	1	0	11012	7	23	7	23	7	23	7	23	0	0	0	0	0	1	0	1|2|27|23|15|0|0|0|0|0|0|0|0|215|
Warp	 	1	2	2	1	1	1	3	19	23	19	23	19	23	19	23	0	0	0	103012	0	1	0	0|11017|16|10|15|0|0|0|0|0|0|0|0|210|
Warp	 	1	2	2	1	1	0	11017	16	10	16	10	16	10	16	10	0	0	0	103012	0	1	0	1|3|19|23|15|0|0|0|0|0|0|0|0|214|
Warp	 	1	2	2	1	1	1	3	35	16	35	16	35	16	35	16	0	0	0	13996	0	1	0	1|4|15|25|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	4	15	25	15	25	15	25	15	25	0	0	0	13997	0	1	0	1|3|35|16|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	4	10	9	10	9	10	9	10	9	0	0	0	13996	0	1	0	1|5|16|36|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	5	16	36	16	36	16	36	16	36	0	0	0	13997	0	1	0	1|4|10|9|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	5	63	88	63	88	63	88	63	88	0	0	0	13996	0	1	0	1|6|45|13|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	6	45	13	45	13	45	13	45	13	0	0	0	13997	0	1	0	1|5|63|88|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	6	23	39	23	39	23	39	23	39	0	0	0	13996	0	1	0	1|7|46|30|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	7	46	30	46	30	46	30	46	30	0	0	0	13997	0	1	0	1|6|23|39|15|0|0|0|0|0|0|0|0|0|
Event	冒险者康正	1	2	2	1	1	1	7	42	27	42	27	42	27	42	27	1	1000	4	14116	0	1	0	EV_ijk_mino002.txt
Event	冒险者芝娜	1	2	2	1	1	1	7	19	11	19	11	19	11	19	11	1	1000	2	14011	0	1	0	EV_ijk_mino004.txt
Warp	 	1	2	2	1	1	1	7	13	32	13	32	13	32	13	32	0	0	0	13996	0	1	0	1|8|42|29|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	8	42	29	42	29	42	29	42	29	0	0	0	13997	0	1	0	1|7|13|32|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	8	53	10	53	10	53	10	53	10	0	0	0	13996	0	1	0	1|9|59|7|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	9	59	7	59	7	59	7	59	7	0	0	0	13997	0	1	0	1|8|53|10|15|0|0|0|0|0|0|0|0|0|
Event	冒险者金德其	1	2	2	1	1	1	9	58	34	58	34	58	34	58	34	1	1000	7	14102	0	1	0	EV_ijk_mino003.txt
StandEnemy	小鬼	1	2	2	1	1	1	9	61	14	61	14	61	14	61	14	1	60000	5	101800	0	1	0	3|||0|6004||||1|9009|5|1|||||||
Warp	 	1	2	2	1	1	1	9	32	47	32	47	32	47	32	47	0	0	0	13996	0	1	0	1|10|21|8|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	10	21	8	21	8	21	8	21	8	0	0	0	13997	0	1	0	1|9|32|47|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	10	25	27	25	27	25	27	25	27	0	0	0	13996	0	1	0	1|11|17|7|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	11	17	7	17	7	17	7	17	7	0	0	0	13997	0	1	0	1|10|25|27|15|0|0|0|0|0|0|0|0|0|
Event	冒险者萨达米兹	1	2	2	1	1	1	11	14	24	14	24	14	24	14	24	1	1000	2	14103	0	1	0	EV_ijk_mino005.txt
Warp	 	1	2	2	1	1	1	11	11	48	11	48	11	48	11	48	0	0	0	13996	0	1	0	1|12|88|32|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	12	88	32	88	32	88	32	88	32	0	0	0	13997	0	1	0	1|11|11|48|15|0|0|0|0|0|0|0|0|0|
StandEnemy	小鬼	1	2	2	1	1	1	12	13	55	13	55	13	55	13	55	1	60000	1	101800	0	1	0	3|||0|6003||||1|9009|5|1|||||||
Warp	 	1	2	2	1	1	1	12	40	51	40	51	40	51	40	51	0	0	0	13996	0	1	0	1|13|17|77|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	13	17	77	17	77	17	77	17	77	0	0	0	13997	0	1	0	1|12|40|51|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	13	11	57	11	57	11	57	11	57	0	0	0	13996	0	1	0	1|14|12|9|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	14	12	9	12	9	12	9	12	9	0	0	0	13997	0	1	0	1|13|11|57|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	14	27	29	27	29	27	29	27	29	0	0	0	13996	0	1	0	1|15|62|12|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	15	62	12	62	12	62	12	62	12	0	0	0	13997	0	1	0	1|14|27|29|15|0|0|0|0|0|0|0|0|0|
StandEnemy	小鬼	1	2	2	1	1	1	15	44	64	44	64	44	64	44	64	1	60000	1	101800	0	1	0	3|||0|6003||||1|9009|5|1|||||||
Warp	 	1	2	2	1	1	1	15	31	34	31	34	31	34	31	34	0	0	0	13996	0	1	0	1|16|33|12|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	16	33	12	33	12	33	12	33	12	0	0	0	13997	0	1	0	1|15|31|34|15|0|0|0|0|0|0|0|0|0|
StandEnemy	小鬼	1	2	2	1	1	1	16	11	57	11	57	11	57	11	57	1	60000	1	101800	0	1	0	3|||0|6004||||1|9010|5|1|||||||
Warp	 	1	2	2	1	1	1	16	33	39	33	39	33	39	33	39	0	0	0	13996	0	1	0	1|17|35|10|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	17	35	10	35	10	35	10	35	10	0	0	0	13997	0	1	0	1|16|33|39|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	17	28	27	28	27	28	27	28	27	0	0	0	13996	0	1	0	1|18|10|15|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	18	10	15	10	15	10	15	10	15	0	0	0	13997	0	1	0	1|17|28|27|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	18	51	15	51	15	51	15	51	15	0	0	0	13996	0	1	0	0|11019|26|38|15|0|0|0|0|0|0|0|0|210|
Warp	 	1	2	2	1	1	0	11019	26	38	26	38	26	38	26	38	0	0	0	13997	0	1	0	1|18|51|15|15|0|0|0|0|0|0|0|0|214|
Warp	 	1	3	3	1	1	1	19	9	30	9	30	9	30	9	30	0	0	0	103012	0	1	0	0|1538|15|18|15|0|0|0|0|0|0|0|0|200|
Warp	 	1	3	3	1	1	0	1538	15	18	15	18	15	18	15	18	0	0	0	103012	0	1	0	1|19|9|30|15|0|0|0|0|0|0|0|0|214|
Warp	 	1	3	3	1	1	1	19	27	50	27	50	27	50	27	50	0	0	0	12002	0	1	0	1|20|31|8|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	20	31	8	31	8	31	8	31	8	0	0	0	12000	0	1	0	1|19|27|50|15|0|0|0|0|0|0|0|0|0|
Pilot	调查员421	1	3	3	1	1	1	20	33	5	33	5	33	5	33	5	1	60000	1	14059	0	1	0	8024|8025|8026|15202|17600
Event	士兵依里诺	1	3	3	1	1	1	20	12	18	12	18	12	18	12	18	1	60000	6	14059	0	1	0	EVE_6004.txt
TownPeople	调查员612	1	3	3	1	1	1	20	31	7	31	7	31	7	31	7	1	60000	3	14062	0	1	0	2090|2091|2092
Warp	 	1	3	3	1	1	1	20	16	24	16	24	16	24	16	24	0	0	0	12002	0	1	0	1|21|21|14|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	21	21	14	21	14	21	14	21	14	0	0	0	12000	0	1	0	1|20|16|24|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	21	49	12	49	12	49	12	49	12	0	0	0	12002	0	1	0	1|22|27|26|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	22	27	26	27	26	27	26	27	26	0	0	0	12000	0	1	0	1|21|49|12|15|0|0|0|0|0|0|0|0|0|
Event	士兵拉柏	1	3	3	1	1	1	22	10	11	10	11	10	11	10	11	1	60000	6	14059	0	1	0	EVE_6005.txt
Event	士兵毕安札	1	3	3	1	1	1	22	43	21	43	21	43	21	43	21	1	60000	5	14060	0	1	0	EVE_6006.txt
Warp	 	1	3	3	1	1	1	22	16	27	16	27	16	27	16	27	0	0	0	12002	0	1	0	1|23|24|11|15|0|0|0|0|0|0|0|0|0|
