1	1	1	1	0	0	41	49	1	3	2	1	0	0	14000	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	
1	1	1	2	0	0	42	40	1	3	2	1	0	0	14000	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	
2	2	1	3	0	0	57	42	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	9	0	
2	2	1	4	0	0	31	36	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	10	0	
2	2	1	5	0	0	81	99	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	10	0	
2	2	1	6	0	0	89	74	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	10	0	
2	2	1	7	0	0	79	49	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	11	0	
2	2	1	8	0	0	60	39	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	11	0	
2	2	1	9	0	0	70	72	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	11	0	
2	2	1	10	0	0	35	73	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	12	0	
2	2	1	11	0	0	31	61	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	12	0	
2	2	1	12	0	0	95	80	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	12	0	
2	2	1	13	0	0	32	99	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	13	0	
2	2	1	14	0	0	49	39	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	13	0	
2	2	1	15	0	0	86	90	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	13	0	
2	2	1	16	0	0	46	70	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	14	0	
2	2	1	17	0	0	49	50	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	14	0	
2	2	1	18	0	0	74	95	1	3	5	1	0	0	14001	14002	14003	14004	14005	14006	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	14	0	
3	3	1	19	0	0	41	58	1	3	5	1	0	0	14007	14008	14009	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	9	0	
3	3	1	20	0	0	50	44	1	3	5	1	0	0	14007	14008	14009	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	10	0	
3	3	1	21	0	0	59	40	1	3	5	1	0	0	14007	14008	14009	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	11	0	
3	3	1	22	0	0	56	44	1	3	5	1	0	0	14007	14008	14009	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	11	0	
3	3	1	23	0	0	53	43	1	3	5	1	0	0	14007	14008	14009	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	12	0	
3	3	1	24	0	0	54	43	1	3	5	1	0	0	14007	14008	14009	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	13	0	
3	3	1	25	0	0	43	58	1	3	5	1	0	0	14007	14008	14009	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	13	0	
3	3	1	26	0	0	60	58	1	3	5	1	0	0	14007	14008	14009	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	14	0	
3	3	1	27	0	0	10	10	1	3	5	1	0	0	14007	14008	14009	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	15	1	
3	3	1	28	0	0	18	22	1	3	5	1	0	0	14007	14008	14009	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	15	1	
4	4	1	29	0	0	62	64	1	3	6	1	0	0	14010	14011	14012	14013	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	13	0	
4	4	1	30	0	0	60	68	1	3	6	1	0	0	14010	14011	14012	14013	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	14	0	
4	4	1	31	0	0	69	67	1	3	6	1	0	0	14010	14011	14012	14013	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	14	0	
